"","Studentnummer","FOS","Maand"
"1090",4321356,"ja","december"
"3933",4321356,"ja","juni"
"653",4321598,"nee","december"
"3496",4321598,"nee","juni"
"1089",4322590,"nee","december"
"3932",4322590,"nee","juni"
"1817",4322705,"ja","december"
"4660",4322705,"ja","juni"
"2025",4322759,"nee","december"
"4868",4322759,"nee","juni"
"1163",4322813,"nee","december"
"4006",4322813,"nee","juni"
"512",4323078,"ja","december"
"3355",4323078,"ja","juni"
"127",4323399,"ja","december"
"2970",4323399,"ja","juni"
"1303",4323587,"nee","december"
"4146",4323587,"nee","juni"
"608",4323742,"nee","december"
"3451",4323742,"nee","juni"
"1635",4323790,"ja","december"
"4478",4323790,"ja","juni"
"2559",4324113,"ja","december"
"5402",4324113,"ja","juni"
"1356",4324424,"ja","december"
"4199",4324424,"ja","juni"
"1809",4324534,"ja","december"
"4652",4324534,"ja","juni"
"2507",4325252,"ja","december"
"5350",4325252,"ja","juni"
"826",4325424,"ja","december"
"3669",4325424,"ja","juni"
"2009",4325478,"ja","december"
"4852",4325478,"ja","juni"
"246",4325682,"nee","december"
"3089",4325682,"nee","juni"
"444",4325771,"nee","december"
"3287",4325771,"nee","juni"
"807",4325874,"nee","december"
"3650",4325874,"nee","juni"
"293",4326027,"ja","december"
"3136",4326027,"ja","juni"
"1299",4326184,"nee","december"
"4142",4326184,"nee","juni"
"1732",4327005,"ja","december"
"4575",4327005,"ja","juni"
"1202",4327147,"nee","december"
"4045",4327147,"nee","juni"
"1231",4327226,"nee","december"
"4074",4327226,"nee","juni"
"237",4327800,"ja","december"
"3080",4327800,"ja","juni"
"1451",4328155,"nee","december"
"4294",4328155,"nee","juni"
"1890",4328485,"nee","december"
"4733",4328485,"nee","juni"
"681",4328613,"nee","december"
"3524",4328613,"nee","juni"
"586",4329646,"nee","december"
"3429",4329646,"nee","juni"
"521",4329837,"ja","december"
"3364",4329837,"ja","juni"
"432",4330125,"ja","december"
"3275",4330125,"ja","juni"
"380",4330671,"nee","december"
"3223",4330671,"nee","juni"
"2696",4330857,"nee","december"
"5539",4330857,"nee","juni"
"2416",4330903,"nee","december"
"5259",4330903,"nee","juni"
"1781",4330978,"ja","december"
"4624",4330978,"ja","juni"
"1965",4332312,"ja","december"
"4808",4332312,"ja","juni"
"2680",4332495,"ja","december"
"5523",4332495,"ja","juni"
"76",4332613,"ja","december"
"2919",4332613,"ja","juni"
"2777",4332925,"nee","december"
"5620",4332925,"nee","juni"
"2778",4333471,"ja","december"
"5621",4333471,"ja","juni"
"1052",4333672,"nee","december"
"3895",4333672,"nee","juni"
"1731",4334576,"ja","december"
"4574",4334576,"ja","juni"
"1637",4334713,"ja","december"
"4480",4334713,"ja","juni"
"2697",4334964,"nee","december"
"5540",4334964,"nee","juni"
"1313",4335418,"nee","december"
"4156",4335418,"nee","juni"
"903",4335665,"nee","december"
"3746",4335665,"nee","juni"
"978",4335796,"ja","december"
"3821",4335796,"ja","juni"
"1908",4335897,"nee","december"
"4751",4335897,"nee","juni"
"1886",4337300,"ja","december"
"4729",4337300,"ja","juni"
"437",4337389,"nee","december"
"3280",4337389,"nee","juni"
"1480",4337913,"nee","december"
"4323",4337913,"nee","juni"
"1065",4338835,"ja","december"
"3908",4338835,"ja","juni"
"1062",4338844,"nee","december"
"3905",4338844,"nee","juni"
"1808",4338865,"ja","december"
"4651",4338865,"ja","juni"
"136",4339557,"nee","december"
"2979",4339557,"nee","juni"
"936",4339604,"ja","december"
"3779",4339604,"ja","juni"
"2814",4340022,"ja","december"
"5657",4340022,"ja","juni"
"498",4340544,"nee","december"
"3341",4340544,"nee","juni"
"1943",4341254,"ja","december"
"4786",4341254,"ja","juni"
"2247",4342119,"ja","december"
"5090",4342119,"ja","juni"
"420",4342344,"ja","december"
"3263",4342344,"ja","juni"
"364",4342434,"nee","december"
"3207",4342434,"nee","juni"
"1727",4342494,"nee","december"
"4570",4342494,"nee","juni"
"1327",4342559,"ja","december"
"4170",4342559,"ja","juni"
"1759",4342928,"nee","december"
"4602",4342928,"nee","juni"
"1189",4343017,"ja","december"
"4032",4343017,"ja","juni"
"693",4343062,"ja","december"
"3536",4343062,"ja","juni"
"413",4343075,"nee","december"
"3256",4343075,"nee","juni"
"2226",4343368,"ja","december"
"5069",4343368,"ja","juni"
"2001",4343886,"nee","december"
"4844",4343886,"nee","juni"
"1915",4343902,"ja","december"
"4758",4343902,"ja","juni"
"2096",4344328,"nee","december"
"4939",4344328,"nee","juni"
"797",4344476,"ja","december"
"3640",4344476,"ja","juni"
"1431",4344809,"nee","december"
"4274",4344809,"nee","juni"
"2604",4345093,"nee","december"
"5447",4345093,"nee","juni"
"2822",4345228,"ja","december"
"5665",4345228,"ja","juni"
"357",4345464,"nee","december"
"3200",4345464,"nee","juni"
"1960",4345706,"ja","december"
"4803",4345706,"ja","juni"
"2361",4346233,"ja","december"
"5204",4346233,"ja","juni"
"1498",4347190,"ja","december"
"4341",4347190,"ja","juni"
"2276",4348789,"ja","december"
"5119",4348789,"ja","juni"
"965",4349070,"ja","december"
"3808",4349070,"ja","juni"
"1779",4349403,"ja","december"
"4622",4349403,"ja","juni"
"1679",4349449,"ja","december"
"4522",4349449,"ja","juni"
"32",4349463,"ja","december"
"2875",4349463,"ja","juni"
"81",4349666,"ja","december"
"2924",4349666,"ja","juni"
"1141",4349828,"ja","december"
"3984",4349828,"ja","juni"
"1712",4350034,"nee","december"
"4555",4350034,"nee","juni"
"2619",4350136,"nee","december"
"5462",4350136,"nee","juni"
"785",4350289,"ja","december"
"3628",4350289,"ja","juni"
"2027",4350932,"ja","december"
"4870",4350932,"ja","juni"
"860",4350966,"ja","december"
"3703",4350966,"ja","juni"
"1036",4351725,"ja","december"
"3879",4351725,"ja","juni"
"306",4351986,"ja","december"
"3149",4351986,"ja","juni"
"2332",4352202,"nee","december"
"5175",4352202,"nee","juni"
"670",4352452,"ja","december"
"3513",4352452,"ja","juni"
"1912",4352661,"ja","december"
"4755",4352661,"ja","juni"
"569",4353031,"ja","december"
"3412",4353031,"ja","juni"
"2586",4353155,"nee","december"
"5429",4353155,"nee","juni"
"2792",4353173,"ja","december"
"5635",4353173,"ja","juni"
"39",4353238,"ja","december"
"2882",4353238,"ja","juni"
"1870",4353262,"ja","december"
"4713",4353262,"ja","juni"
"315",4353394,"nee","december"
"3158",4353394,"nee","juni"
"963",4353614,"nee","december"
"3806",4353614,"nee","juni"
"2781",4353764,"nee","december"
"5624",4353764,"nee","juni"
"152",4353923,"nee","december"
"2995",4353923,"nee","juni"
"2094",4354132,"nee","december"
"4937",4354132,"nee","juni"
"1631",4354349,"ja","december"
"4474",4354349,"ja","juni"
"20",4354633,"nee","december"
"2863",4354633,"nee","juni"
"892",4355277,"nee","december"
"3735",4355277,"nee","juni"
"218",4355408,"nee","december"
"3061",4355408,"nee","juni"
"833",4355568,"ja","december"
"3676",4355568,"ja","juni"
"2214",4355658,"nee","december"
"5057",4355658,"nee","juni"
"2459",4355664,"nee","december"
"5302",4355664,"nee","juni"
"2132",4355739,"nee","december"
"4975",4355739,"nee","juni"
"2726",4356391,"ja","december"
"5569",4356391,"ja","juni"
"463",4356657,"ja","december"
"3306",4356657,"ja","juni"
"2572",4358904,"ja","december"
"5415",4358904,"ja","juni"
"502",4360555,"nee","december"
"3345",4360555,"nee","juni"
"1465",4360895,"nee","december"
"4308",4360895,"nee","juni"
"1365",4361020,"ja","december"
"4208",4361020,"ja","juni"
"1972",4361706,"ja","december"
"4815",4361706,"ja","juni"
"324",4361906,"ja","december"
"3167",4361906,"ja","juni"
"280",4362106,"ja","december"
"3123",4362106,"ja","juni"
"2824",4362448,"ja","december"
"5667",4362448,"ja","juni"
"2192",4362829,"nee","december"
"5035",4362829,"nee","juni"
"2321",4363243,"ja","december"
"5164",4363243,"ja","juni"
"994",4363548,"ja","december"
"3837",4363548,"ja","juni"
"2056",4363620,"nee","december"
"4899",4363620,"nee","juni"
"2542",4363638,"ja","december"
"5385",4363638,"ja","juni"
"1339",4364287,"ja","december"
"4182",4364287,"ja","juni"
"335",4364334,"nee","december"
"3178",4364334,"nee","juni"
"2809",4364364,"ja","december"
"5652",4364364,"ja","juni"
"2612",4364754,"nee","december"
"5455",4364754,"nee","juni"
"1917",4364757,"nee","december"
"4760",4364757,"nee","juni"
"2448",4367127,"nee","december"
"5291",4367127,"nee","juni"
"50",4367324,"ja","december"
"2893",4367324,"ja","juni"
"1810",4367727,"ja","december"
"4653",4367727,"ja","juni"
"469",4367815,"nee","december"
"3312",4367815,"nee","juni"
"2346",4368101,"nee","december"
"5189",4368101,"nee","juni"
"1490",4368210,"ja","december"
"4333",4368210,"ja","juni"
"2360",4368231,"ja","december"
"5203",4368231,"ja","juni"
"1963",4368437,"ja","december"
"4806",4368437,"ja","juni"
"1407",4368661,"nee","december"
"4250",4368661,"nee","juni"
"1378",4368859,"nee","december"
"4221",4368859,"nee","juni"
"2658",4368987,"nee","december"
"5501",4368987,"nee","juni"
"2615",4369172,"nee","december"
"5458",4369172,"nee","juni"
"816",4369215,"ja","december"
"3659",4369215,"ja","juni"
"855",4369950,"nee","december"
"3698",4369950,"nee","juni"
"1543",4371110,"ja","december"
"4386",4371110,"ja","juni"
"2577",4371518,"nee","december"
"5420",4371518,"nee","juni"
"1909",4371694,"ja","december"
"4752",4371694,"ja","juni"
"582",4372023,"nee","december"
"3425",4372023,"nee","juni"
"2005",4372044,"nee","december"
"4848",4372044,"nee","juni"
"2782",4372145,"nee","december"
"5625",4372145,"nee","juni"
"2713",4372736,"ja","december"
"5556",4372736,"ja","juni"
"1136",4372931,"nee","december"
"3979",4372931,"nee","juni"
"2829",4372934,"ja","december"
"5672",4372934,"ja","juni"
"2308",4373182,"ja","december"
"5151",4373182,"ja","juni"
"2694",4373904,"ja","december"
"5537",4373904,"ja","juni"
"2262",4374337,"nee","december"
"5105",4374337,"nee","juni"
"2678",4374341,"ja","december"
"5521",4374341,"ja","juni"
"341",4374356,"nee","december"
"3184",4374356,"nee","juni"
"41",4374375,"nee","december"
"2884",4374375,"nee","juni"
"369",4375336,"nee","december"
"3212",4375336,"nee","juni"
"2733",4375423,"ja","december"
"5576",4375423,"ja","juni"
"2425",4375646,"ja","december"
"5268",4375646,"ja","juni"
"1470",4375780,"ja","december"
"4313",4375780,"ja","juni"
"71",4376615,"ja","december"
"2914",4376615,"ja","juni"
"1519",4376762,"nee","december"
"4362",4376762,"nee","juni"
"811",4377258,"ja","december"
"3654",4377258,"ja","juni"
"1940",4377883,"ja","december"
"4783",4377883,"ja","juni"
"1572",4377961,"ja","december"
"4415",4377961,"ja","juni"
"2660",4378362,"ja","december"
"5503",4378362,"ja","juni"
"2447",4378424,"ja","december"
"5290",4378424,"ja","juni"
"1018",4378467,"ja","december"
"3861",4378467,"ja","juni"
"1936",4378614,"nee","december"
"4779",4378614,"ja","juni"
"895",4379220,"nee","december"
"3738",4379220,"nee","juni"
"1925",4379263,"nee","december"
"4768",4379263,"nee","juni"
"1301",4379398,"ja","december"
"4144",4379398,"ja","juni"
"203",4379644,"nee","december"
"3046",4379644,"nee","juni"
"2260",4379850,"nee","december"
"5103",4379850,"nee","juni"
"2742",4380576,"nee","december"
"5585",4380576,"nee","juni"
"2514",4380615,"nee","december"
"5357",4380615,"nee","juni"
"151",4380989,"nee","december"
"2994",4380989,"nee","juni"
"2264",4381151,"nee","december"
"5107",4381151,"nee","juni"
"2222",4382041,"nee","december"
"5065",4382041,"ja","juni"
"1123",4382149,"nee","december"
"3966",4382149,"nee","juni"
"2651",4382325,"ja","december"
"5494",4382325,"ja","juni"
"950",4383093,"ja","december"
"3793",4383093,"ja","juni"
"2039",4383180,"nee","december"
"4882",4383180,"nee","juni"
"755",4383279,"ja","december"
"3598",4383279,"ja","juni"
"348",4383456,"nee","december"
"3191",4383456,"ja","juni"
"1422",4383720,"ja","december"
"4265",4383720,"ja","juni"
"26",4384120,"nee","december"
"2869",4384120,"nee","juni"
"1481",4385402,"ja","december"
"4324",4385402,"ja","juni"
"443",4385694,"ja","december"
"3286",4385694,"ja","juni"
"1120",4385727,"ja","december"
"3963",4385727,"ja","juni"
"2286",4385889,"nee","december"
"5129",4385889,"nee","juni"
"488",4386377,"ja","december"
"3331",4386377,"ja","juni"
"87",4386864,"nee","december"
"2930",4386864,"nee","juni"
"2663",4387882,"nee","december"
"5506",4387882,"nee","juni"
"2690",4388127,"ja","december"
"5533",4388127,"ja","juni"
"614",4388543,"ja","december"
"3457",4388543,"ja","juni"
"305",4389164,"nee","december"
"3148",4389164,"nee","juni"
"2365",4389285,"nee","december"
"5208",4389285,"nee","juni"
"1730",4389672,"ja","december"
"4573",4389672,"ja","juni"
"283",4389869,"ja","december"
"3126",4389869,"ja","juni"
"575",4390294,"ja","december"
"3418",4390294,"ja","juni"
"727",4391540,"nee","december"
"3570",4391540,"ja","juni"
"2692",4391697,"ja","december"
"5535",4391697,"ja","juni"
"1341",4391739,"nee","december"
"4184",4391739,"nee","juni"
"2165",4391769,"ja","december"
"5008",4391769,"ja","juni"
"1924",4392069,"nee","december"
"4767",4392069,"nee","juni"
"9",4392685,"nee","december"
"2852",4392685,"nee","juni"
"868",4392906,"ja","december"
"3711",4392906,"ja","juni"
"736",4393432,"nee","december"
"3579",4393432,"nee","juni"
"462",4393859,"nee","december"
"3305",4393859,"nee","juni"
"624",4394588,"ja","december"
"3467",4394588,"ja","juni"
"782",4395499,"nee","december"
"3625",4395499,"nee","juni"
"1426",4396629,"nee","december"
"4269",4396629,"nee","juni"
"788",4396917,"nee","december"
"3631",4396917,"nee","juni"
"2811",4397139,"ja","december"
"5654",4397139,"ja","juni"
"2628",4397173,"nee","december"
"5471",4397173,"nee","juni"
"429",4397528,"nee","december"
"3272",4397528,"nee","juni"
"732",4397852,"ja","december"
"3575",4397852,"ja","juni"
"915",4398399,"nee","december"
"3758",4398399,"nee","juni"
"1455",4398609,"ja","december"
"4298",4398609,"ja","juni"
"821",4398793,"nee","december"
"3664",4398793,"nee","juni"
"780",4399072,"nee","december"
"3623",4399072,"nee","juni"
"587",4399653,"nee","december"
"3430",4399653,"nee","juni"
"1249",4399729,"ja","december"
"4092",4399729,"ja","juni"
"523",4400594,"ja","december"
"3366",4400594,"ja","juni"
"1314",4401490,"ja","december"
"4157",4401490,"ja","juni"
"1610",4401519,"nee","december"
"4453",4401519,"nee","juni"
"193",4402628,"ja","december"
"3036",4402628,"ja","juni"
"2714",4402882,"ja","december"
"5557",4402882,"ja","juni"
"1246",4402977,"nee","december"
"4089",4402977,"nee","juni"
"2735",4404284,"ja","december"
"5578",4404284,"ja","juni"
"1775",4404362,"ja","december"
"4618",4404362,"ja","juni"
"2727",4404497,"nee","december"
"5570",4404497,"nee","juni"
"570",4404620,"nee","december"
"3413",4404620,"nee","juni"
"1881",4405341,"ja","december"
"4724",4405341,"ja","juni"
"853",4405446,"nee","december"
"3696",4405446,"nee","juni"
"90",4405614,"nee","december"
"2933",4405614,"nee","juni"
"1675",4405713,"ja","december"
"4518",4405713,"ja","juni"
"1397",4406085,"ja","december"
"4240",4406085,"ja","juni"
"1219",4406107,"nee","december"
"4062",4406107,"nee","juni"
"1533",4406474,"nee","december"
"4376",4406474,"nee","juni"
"2105",4406505,"ja","december"
"4948",4406505,"ja","juni"
"1919",4406684,"nee","december"
"4762",4406684,"nee","juni"
"2302",4406715,"nee","december"
"5145",4406715,"nee","juni"
"301",4407151,"ja","december"
"3144",4407151,"ja","juni"
"1078",4407666,"nee","december"
"3921",4407666,"nee","juni"
"810",4407933,"nee","december"
"3653",4407933,"nee","juni"
"850",4408217,"ja","december"
"3693",4408217,"ja","juni"
"2139",4408458,"nee","december"
"4982",4408458,"nee","juni"
"646",4408840,"nee","december"
"3489",4408840,"nee","juni"
"2230",4408980,"ja","december"
"5073",4408980,"ja","juni"
"69",4410135,"ja","december"
"2912",4410135,"ja","juni"
"939",4410372,"nee","december"
"3782",4410372,"nee","juni"
"1456",4410488,"ja","december"
"4299",4410488,"ja","juni"
"480",4410618,"nee","december"
"3323",4410618,"nee","juni"
"1308",4410988,"ja","december"
"4151",4410988,"ja","juni"
"1676",4411082,"nee","december"
"4519",4411082,"nee","juni"
"2517",4411166,"ja","december"
"5360",4411166,"ja","juni"
"584",4411618,"nee","december"
"3427",4411618,"nee","juni"
"558",4411735,"ja","december"
"3401",4411735,"ja","juni"
"1392",4411860,"ja","december"
"4235",4411860,"ja","juni"
"918",4411949,"ja","december"
"3761",4411949,"ja","juni"
"2232",4413527,"ja","december"
"5075",4413527,"ja","juni"
"452",4413665,"ja","december"
"3295",4413665,"ja","juni"
"1105",4413671,"ja","december"
"3948",4413671,"ja","juni"
"1594",4414027,"ja","december"
"4437",4414027,"ja","juni"
"2629",4414103,"nee","december"
"5472",4414103,"nee","juni"
"1335",4414341,"nee","december"
"4178",4414341,"nee","juni"
"1152",4414493,"nee","december"
"3995",4414493,"nee","juni"
"42",4414538,"nee","december"
"2885",4414538,"nee","juni"
"635",4415101,"ja","december"
"3478",4415101,"ja","juni"
"82",4415341,"ja","december"
"2925",4415341,"ja","juni"
"156",4416408,"ja","december"
"2999",4416408,"ja","juni"
"2388",4416527,"ja","december"
"5231",4416527,"ja","juni"
"202",4416638,"nee","december"
"3045",4416638,"nee","juni"
"2301",4416703,"ja","december"
"5144",4416703,"ja","juni"
"2097",4417095,"ja","december"
"4940",4417095,"ja","juni"
"2399",4417856,"nee","december"
"5242",4417856,"nee","juni"
"2183",4418155,"ja","december"
"5026",4418155,"ja","juni"
"2266",4418223,"ja","december"
"5109",4418223,"ja","juni"
"718",4418381,"ja","december"
"3561",4418381,"ja","juni"
"2686",4419086,"ja","december"
"5529",4419086,"ja","juni"
"2209",4419281,"ja","december"
"5052",4419281,"ja","juni"
"2706",4419288,"ja","december"
"5549",4419288,"ja","juni"
"674",4419667,"nee","december"
"3517",4419667,"nee","juni"
"1118",4419835,"nee","december"
"3961",4419835,"nee","juni"
"724",4419836,"nee","december"
"3567",4419836,"nee","juni"
"2339",4420868,"ja","december"
"5182",4420868,"ja","juni"
"2031",4420935,"ja","december"
"4874",4420935,"ja","juni"
"1968",4421440,"nee","december"
"4811",4421440,"nee","juni"
"840",4421624,"ja","december"
"3683",4421624,"ja","juni"
"2164",4421699,"nee","december"
"5007",4421699,"nee","juni"
"232",4421788,"ja","december"
"3075",4421788,"ja","juni"
"1946",4422368,"ja","december"
"4789",4422368,"ja","juni"
"943",4423431,"ja","december"
"3786",4423431,"ja","juni"
"182",4423622,"nee","december"
"3025",4423622,"nee","juni"
"715",4423670,"ja","december"
"3558",4423670,"ja","juni"
"739",4424503,"nee","december"
"3582",4424503,"nee","juni"
"2358",4424587,"ja","december"
"5201",4424587,"ja","juni"
"1433",4424640,"nee","december"
"4276",4424640,"nee","juni"
"1954",4424679,"nee","december"
"4797",4424679,"nee","juni"
"2740",4425198,"ja","december"
"5583",4425198,"ja","juni"
"1776",4425335,"nee","december"
"4619",4425335,"nee","juni"
"290",4425660,"ja","december"
"3133",4425660,"ja","juni"
"682",4426084,"nee","december"
"3525",4426084,"nee","juni"
"333",4426467,"nee","december"
"3176",4426467,"ja","juni"
"2689",4426640,"nee","december"
"5532",4426640,"nee","juni"
"1928",4427364,"ja","december"
"4771",4427364,"ja","juni"
"2475",4427683,"ja","december"
"5318",4427683,"ja","juni"
"894",4427821,"nee","december"
"3737",4427821,"nee","juni"
"2270",4428144,"nee","december"
"5113",4428144,"nee","juni"
"2320",4428210,"nee","december"
"5163",4428210,"nee","juni"
"2526",4428406,"ja","december"
"5369",4428406,"ja","juni"
"213",4428465,"nee","december"
"3056",4428465,"nee","juni"
"297",4428526,"ja","december"
"3140",4428526,"ja","juni"
"676",4428647,"ja","december"
"3519",4428647,"ja","juni"
"796",4428661,"ja","december"
"3639",4428661,"ja","juni"
"2180",4428811,"nee","december"
"5023",4428811,"nee","juni"
"808",4431182,"ja","december"
"3651",4431182,"ja","juni"
"1993",4431731,"nee","december"
"4836",4431731,"ja","juni"
"961",4432179,"nee","december"
"3804",4432179,"nee","juni"
"893",4432248,"nee","december"
"3736",4432248,"ja","juni"
"334",4432432,"nee","december"
"3177",4432432,"nee","juni"
"1154",4433201,"ja","december"
"3997",4433201,"ja","juni"
"1916",4433379,"nee","december"
"4759",4433379,"nee","juni"
"2661",4433795,"ja","december"
"5504",4433795,"ja","juni"
"2465",4433904,"nee","december"
"5308",4433904,"nee","juni"
"1633",4434319,"nee","december"
"4476",4434319,"nee","juni"
"917",4434348,"ja","december"
"3760",4434348,"ja","juni"
"2614",4434811,"ja","december"
"5457",4434811,"ja","juni"
"669",4435667,"nee","december"
"3512",4435667,"ja","juni"
"2437",4436316,"nee","december"
"5280",4436316,"nee","juni"
"2704",4436383,"ja","december"
"5547",4436383,"ja","juni"
"547",4436440,"ja","december"
"3390",4436440,"ja","juni"
"1964",4436466,"nee","december"
"4807",4436466,"nee","juni"
"4",4436522,"ja","december"
"2847",4436522,"ja","juni"
"245",4436688,"ja","december"
"3088",4436688,"ja","juni"
"2405",4436799,"ja","december"
"5248",4436799,"ja","juni"
"1474",4437414,"nee","december"
"4317",4437414,"nee","juni"
"2538",4437472,"nee","december"
"5381",4437472,"nee","juni"
"2587",4437605,"nee","december"
"5430",4437605,"nee","juni"
"145",4437875,"ja","december"
"2988",4437875,"ja","juni"
"535",4438182,"nee","december"
"3378",4438182,"nee","juni"
"2441",4438269,"nee","december"
"5284",4438269,"nee","juni"
"829",4438886,"ja","december"
"3672",4438886,"ja","juni"
"1569",4438974,"ja","december"
"4412",4438974,"ja","juni"
"771",4439172,"nee","december"
"3614",4439172,"nee","juni"
"1589",4439424,"ja","december"
"4432",4439424,"ja","juni"
"254",4439679,"nee","december"
"3097",4439679,"nee","juni"
"692",4440056,"ja","december"
"3535",4440056,"ja","juni"
"1416",4440103,"nee","december"
"4259",4440103,"nee","juni"
"2037",4440520,"nee","december"
"4880",4440520,"nee","juni"
"2530",4440606,"ja","december"
"5373",4440606,"ja","juni"
"200",4440643,"ja","december"
"3043",4440643,"ja","juni"
"2257",4440717,"ja","december"
"5100",4440717,"ja","juni"
"55",4441174,"nee","december"
"2898",4441174,"ja","juni"
"2343",4441533,"nee","december"
"5186",4441533,"nee","juni"
"1825",4441884,"ja","december"
"4668",4441884,"ja","juni"
"1673",4442021,"nee","december"
"4516",4442021,"nee","juni"
"2256",4442399,"ja","december"
"5099",4442399,"ja","juni"
"2111",4442961,"nee","december"
"4954",4442961,"nee","juni"
"1332",4443967,"nee","december"
"4175",4443967,"nee","juni"
"953",4444008,"ja","december"
"3796",4444008,"ja","juni"
"97",4444520,"nee","december"
"2940",4444520,"nee","juni"
"1847",4444746,"nee","december"
"4690",4444746,"nee","juni"
"48",4445468,"nee","december"
"2891",4445468,"nee","juni"
"1409",4445657,"ja","december"
"4252",4445657,"ja","juni"
"2646",4445948,"nee","december"
"5489",4445948,"ja","juni"
"2656",4446699,"ja","december"
"5499",4446699,"ja","juni"
"1745",4447575,"nee","december"
"4588",4447575,"nee","juni"
"1261",4447778,"nee","december"
"4104",4447778,"nee","juni"
"2815",4447938,"nee","december"
"5658",4447938,"nee","juni"
"1473",4447999,"nee","december"
"4316",4447999,"nee","juni"
"722",4448430,"nee","december"
"3565",4448430,"nee","juni"
"492",4448468,"nee","december"
"3335",4448468,"nee","juni"
"247",4448892,"ja","december"
"3090",4448892,"ja","juni"
"581",4449498,"ja","december"
"3424",4449498,"ja","juni"
"2423",4449698,"nee","december"
"5266",4449698,"nee","juni"
"2181",4449946,"nee","december"
"5024",4449946,"nee","juni"
"1274",4450046,"ja","december"
"4117",4450046,"ja","juni"
"805",4450107,"nee","december"
"3648",4450107,"nee","juni"
"2372",4450319,"ja","december"
"5215",4450319,"ja","juni"
"2389",4450833,"nee","december"
"5232",4450833,"nee","juni"
"714",4451001,"nee","december"
"3557",4451001,"nee","juni"
"2783",4451662,"ja","december"
"5626",4451662,"ja","juni"
"2065",4451804,"nee","december"
"4908",4451804,"nee","juni"
"2703",4452243,"nee","december"
"5546",4452243,"nee","juni"
"361",4452345,"nee","december"
"3204",4452345,"nee","juni"
"601",4452425,"ja","december"
"3444",4452425,"ja","juni"
"787",4452581,"ja","december"
"3630",4452581,"ja","juni"
"2",4452736,"nee","december"
"2845",4452736,"nee","juni"
"641",4452867,"nee","december"
"3484",4452867,"nee","juni"
"1783",4453234,"ja","december"
"4626",4453234,"ja","juni"
"210",4454333,"nee","december"
"3053",4454333,"nee","juni"
"687",4454473,"ja","december"
"3530",4454473,"ja","juni"
"777",4454486,"nee","december"
"3620",4454486,"nee","juni"
"1734",4454503,"nee","december"
"4577",4454503,"nee","juni"
"1876",4454818,"nee","december"
"4719",4454818,"nee","juni"
"235",4455266,"nee","december"
"3078",4455266,"nee","juni"
"2150",4455567,"nee","december"
"4993",4455567,"nee","juni"
"1494",4455636,"nee","december"
"4337",4455636,"nee","juni"
"160",4455707,"nee","december"
"3003",4455707,"nee","juni"
"795",4455726,"nee","december"
"3638",4455726,"nee","juni"
"1646",4455797,"ja","december"
"4489",4455797,"ja","juni"
"1944",4456145,"nee","december"
"4787",4456145,"nee","juni"
"923",4456613,"nee","december"
"3766",4456613,"nee","juni"
"1336",4456888,"nee","december"
"4179",4456888,"nee","juni"
"2236",4457553,"nee","december"
"5079",4457553,"nee","juni"
"1643",4457914,"ja","december"
"4486",4457914,"ja","juni"
"2173",4458447,"nee","december"
"5016",4458447,"nee","juni"
"2812",4459610,"ja","december"
"5655",4459610,"ja","juni"
"1999",4459703,"nee","december"
"4842",4459703,"nee","juni"
"2842",4459899,"nee","december"
"5685",4459899,"nee","juni"
"696",4460179,"nee","december"
"3539",4460179,"nee","juni"
"1649",4460603,"ja","december"
"4492",4460603,"ja","juni"
"2036",4461133,"ja","december"
"4879",4461133,"ja","juni"
"2711",4461342,"nee","december"
"5554",4461342,"nee","juni"
"2049",4461785,"ja","december"
"4892",4461785,"ja","juni"
"1110",4461802,"ja","december"
"3953",4461802,"ja","juni"
"765",4461866,"ja","december"
"3608",4461866,"ja","juni"
"2479",4462038,"ja","december"
"5322",4462038,"ja","juni"
"828",4462593,"ja","december"
"3671",4462593,"ja","juni"
"637",4463599,"ja","december"
"3480",4463599,"ja","juni"
"2294",4463888,"ja","december"
"5137",4463888,"ja","juni"
"1379",4464372,"ja","december"
"4222",4464372,"ja","juni"
"2016",4464921,"nee","december"
"4859",4464921,"nee","juni"
"1601",4465058,"ja","december"
"4444",4465058,"ja","juni"
"1557",4465496,"ja","december"
"4400",4465496,"ja","juni"
"1787",4465897,"ja","december"
"4630",4465897,"ja","juni"
"2281",4465915,"ja","december"
"5124",4465915,"ja","juni"
"884",4466325,"nee","december"
"3727",4466325,"nee","juni"
"658",4466642,"nee","december"
"3501",4466642,"nee","juni"
"1050",4466847,"nee","december"
"3893",4466847,"nee","juni"
"814",4466882,"ja","december"
"3657",4466882,"ja","juni"
"1962",4467380,"nee","december"
"4805",4467380,"nee","juni"
"140",4467837,"nee","december"
"2983",4467837,"nee","juni"
"2004",4467984,"nee","december"
"4847",4467984,"nee","juni"
"1037",4468204,"nee","december"
"3880",4468204,"nee","juni"
"1845",4468364,"ja","december"
"4688",4468364,"ja","juni"
"1310",4468613,"ja","december"
"4153",4468613,"ja","juni"
"1689",4468635,"ja","december"
"4532",4468635,"ja","juni"
"2631",4468847,"ja","december"
"5474",4468847,"ja","juni"
"625",4469263,"ja","december"
"3468",4469263,"ja","juni"
"1086",4469302,"nee","december"
"3929",4469302,"nee","juni"
"632",4469450,"nee","december"
"3475",4469450,"nee","juni"
"2057",4470337,"ja","december"
"4900",4470337,"ja","juni"
"767",4470474,"nee","december"
"3610",4470474,"nee","juni"
"1010",4470625,"ja","december"
