"","Studentnummer","hbo_vooropleiding"
"2226",5463507,"ja"
"2227",5780965,"nee"
"2228",5514193,"nee"
"2229",5544772,"nee"
"2230",5703531,"nee"
"2231",5838166,"nee"
"2232",5813806,"ja"
"2233",5199017,"nee"
"2234",5400142,"nee"
"2235",5824857,"nee"
"2236",5174420,"nee"
"2237",5719187,"nee"
"2238",5041801,"ja"
"2239",5132385,"ja"
"2240",5526035,"nee"
"2241",5993147,"ja"
"2242",5321576,"ja"
"2243",5106236,"nee"
"2244",5945888,"nee"
"2245",5790183,"nee"
"2246",5555711,"nee"
"2247",5558544,"nee"
"2248",5829064,"ja"
"2249",5275207,"nee"
"2250",5917842,"nee"
"2251",5961861,"nee"
"2252",5812669,"ja"
"2253",5120615,"ja"
"2254",5282481,"nee"
"2255",5215132,"ja"
"2256",5271993,"nee"
"2257",5122843,"nee"
"2258",5929229,"nee"
"2259",5890565,"ja"
"2260",5484484,"nee"
"2261",5266415,"nee"
"2262",5553505,"ja"
"2263",5894826,"nee"
"2264",5058520,"nee"
"2265",5447223,"nee"
"2266",5899047,"nee"
"2267",5007656,"ja"
"2268",5680790,"nee"
"2269",5385198,"ja"
"2270",5134796,"ja"
"2271",5820347,"nee"
"2272",5212344,"nee"
"2273",5834873,"nee"
"2274",5657011,"nee"
"2275",5858712,"nee"
"2276",5565314,"nee"
"2277",5964688,"nee"
"2278",5515650,"nee"
"2279",5837780,"nee"
"2280",5991866,"nee"
"2281",5480723,"nee"
"2282",5182129,"nee"
"2283",5477602,"nee"
"2284",5214386,"nee"
"2285",5830400,"ja"
"2286",5093080,"ja"
"2287",5635759,"nee"
"2288",5213045,"nee"
"2289",5998858,"nee"
"2290",5848281,"nee"
"2291",5500048,"ja"
"2292",5393378,"nee"
"2293",5900892,"nee"
"2294",5806428,"nee"
"2295",5874307,"nee"
"2296",5050985,"ja"
"2297",5302860,"nee"
"2298",5889473,"nee"
"2299",5333372,"nee"
"2300",5964049,"nee"
"2301",5538683,"nee"
"2302",5836446,"nee"
"2303",5049232,"nee"
"2304",5949192,"nee"
"2305",5068446,"nee"
"2306",5001421,"ja"
"2307",5651119,"ja"
"2308",5272698,"nee"
"2309",5268997,"nee"
"2310",5885172,"nee"
"2311",5511695,"nee"
"2312",5030061,"nee"
"2313",5685769,"nee"
"2314",5372992,"nee"
"2315",5234443,"nee"
"2316",5422041,"ja"
"2317",5595529,"ja"
"2318",5203254,"nee"
"2319",5090474,"nee"
"2320",5048703,"nee"
"2321",5943213,"nee"
"2322",5224575,"nee"
"2323",5769797,"nee"
"2324",5920397,"nee"
"2325",5560262,"ja"
"2326",5413318,"nee"
"2327",5516146,"nee"
"2328",5808218,"ja"
"2329",5002803,"nee"
"2330",5562512,"nee"
"2331",5444544,"nee"
"2332",5264255,"ja"
"2333",5498142,"nee"
"2334",5449670,"nee"
"2335",5695709,"nee"
"2336",5573983,"nee"
"2337",5976651,"nee"
"2338",5802063,"nee"
"2339",5272166,"nee"
"2340",5145945,"nee"
"2341",5102602,"nee"
"2342",5127348,"nee"
"2343",5188295,"nee"
"2344",5627663,"ja"
"2345",5481645,"nee"
"2346",5447213,"nee"
"2347",5485041,"nee"
"2348",5344005,"nee"
"2349",5588995,"nee"
"2350",5706339,"nee"
"2351",5647313,"ja"
"2352",5508447,"nee"
"2353",5957246,"nee"
"2354",5724388,"ja"
"2355",5091071,"ja"
"2356",5492831,"nee"
"2357",5696436,"nee"
"2358",5282367,"nee"
"2359",5009204,"nee"
"2360",5743094,"nee"
"2361",5521423,"nee"
"2362",5858180,"nee"
"2363",5229018,"nee"
"2364",5176460,"nee"
"2365",5046165,"nee"
"2366",5046490,"nee"
"2367",5643280,"nee"
"2368",5301383,"nee"
"2369",5783238,"nee"
"2370",5069572,"nee"
"2371",5544467,"nee"
"2372",5201216,"ja"
"2373",5946232,"nee"
"2374",5483670,"nee"
"2375",5056717,"nee"
"2376",5537875,"nee"
"2377",5111319,"nee"
"2378",5120122,"nee"
"2379",5205497,"ja"
"2380",5638050,"nee"
"2381",5909819,"nee"
"2382",5177159,"ja"
"2383",5138765,"nee"
"2384",5841920,"nee"
"2385",5208367,"nee"
"2386",5130400,"ja"
"2387",5530124,"nee"
"2388",5547307,"nee"
"2389",5127523,"nee"
"2390",5101864,"ja"
"2391",5215592,"nee"
"2392",5325740,"nee"
"2393",5007922,"nee"
"2394",5704272,"nee"
"2395",5052605,"nee"
"2396",5505040,"ja"
"2397",5662130,"nee"
"2398",5826308,"nee"
"2399",5389896,"nee"
"2400",5766287,"nee"
"2401",5275765,"nee"
"2402",5927350,"nee"
"2403",5264031,"nee"
"2404",5075092,"nee"
"2405",5253720,"nee"
"2406",5631130,"nee"
"2407",5636600,"ja"
"2408",5653001,"nee"
"2409",5827476,"nee"
"2410",5247472,"nee"
"2411",5627850,"nee"
"2412",5198558,"ja"
"2413",5756482,"nee"
"2414",5612150,"nee"
"2415",5681579,"nee"
"2416",5823006,"nee"
"2417",5048249,"nee"
"2418",5167216,"nee"
"2419",5952309,"nee"
"2420",5161027,"nee"
"2421",5100273,"nee"
"2422",5424097,"nee"
"2423",5161785,"nee"
"2424",5448906,"nee"
"2425",5668877,"nee"
"2426",5982565,"nee"
"2427",5884893,"nee"
"2428",5662006,"nee"
"2429",5440743,"nee"
"2430",5319528,"nee"
"2431",5674295,"nee"
"2432",5075589,"nee"
"2433",5852266,"ja"
"2434",5516007,"nee"
"2435",5446491,"nee"
"2436",5431273,"nee"
"2437",5979715,"nee"
"2438",5590713,"ja"
"2439",5099185,"nee"
"2440",5290612,"nee"
"2441",5711834,"nee"
"2442",5516568,"nee"
"2443",5467794,"nee"
"2444",5096100,"nee"
"2445",5110357,"nee"
"2446",5391334,"nee"
"2447",5849598,"ja"
"2448",5634008,"nee"
"2449",5485183,"nee"
"2450",5871298,"nee"
"2451",5578983,"nee"
"2452",5920834,"nee"
"2453",5482382,"nee"
"2454",5895910,"nee"
"2455",5757910,"ja"
"2456",5016053,"ja"
"2457",5293737,"nee"
"2458",5779748,"nee"
"2459",5233441,"ja"
"2460",5162432,"nee"
"2461",5279242,"nee"
"2462",5569851,"nee"
"2463",5904539,"nee"
"2464",5598156,"nee"
"2465",5887076,"nee"
"2466",5855363,"nee"
"2467",5233185,"ja"
"2468",5611092,"ja"
"2469",5525617,"nee"
"2470",5882186,"nee"
"2471",5819133,"nee"
"2472",5388750,"nee"
"2473",5167824,"nee"
"2474",5585213,"nee"
"2475",5890808,"ja"
"2476",5810586,"nee"
"2477",5672991,"nee"
"2478",5783929,"nee"
"2479",5222187,"ja"
"2480",5784812,"ja"
"2481",5199863,"nee"
"2482",5803625,"nee"
"2483",5488169,"nee"
"2484",5595580,"nee"
"2485",5438705,"nee"
"2486",5965582,"nee"
"2487",5484769,"nee"
"2488",5079959,"nee"
"2489",5536400,"ja"
"2490",5863339,"nee"
"2491",5258508,"ja"
"2492",5003314,"ja"
"2493",5880068,"nee"
"2494",5557880,"nee"
"2495",5674889,"nee"
"2496",5453548,"nee"
"2497",5332137,"nee"
"2498",5357057,"ja"
"2499",5961164,"nee"
"2500",5394350,"nee"
"2501",5082053,"nee"
"2502",5771260,"nee"
"2503",5636335,"nee"
"2504",5326039,"nee"
"2505",5360038,"nee"
"2506",5736213,"nee"
"2507",5410081,"nee"
"2508",5384630,"ja"
"2509",5938253,"nee"
"2510",5936907,"nee"
"2511",5808491,"nee"
"2512",5826148,"nee"
"2513",5607847,"nee"
"2514",5633768,"nee"
"2515",5834883,"nee"
"2516",5395316,"ja"
"2517",5176429,"nee"
"2518",5125515,"nee"
"2519",5574348,"nee"
"2520",5803384,"nee"
"2521",5501728,"nee"
"2522",5091032,"nee"
"2523",5848258,"nee"
"2524",5538035,"ja"
"2525",5216978,"nee"
"2526",5127683,"ja"
"2527",5348550,"nee"
"2528",5275415,"nee"
"2529",5935418,"nee"
"2530",5570393,"nee"
"2531",5612064,"nee"
"2532",5273564,"nee"
"2533",5659808,"nee"
"2534",5531882,"nee"
"2535",5959791,"nee"
"2536",5030623,"nee"
"2537",5088168,"nee"
"2538",5294569,"nee"
"2539",5986830,"nee"
"2540",5600027,"nee"
"2541",5077853,"nee"
"2542",5621037,"nee"
"2543",5078864,"nee"
"2544",5252452,"nee"
"2545",5747031,"nee"
"2546",5163609,"nee"
"2547",5536041,"nee"
"2548",5821070,"ja"
"2549",5213173,"nee"
"2550",5940967,"ja"
"2551",5803932,"nee"
"2552",5215981,"nee"
"2553",5347792,"nee"
"2554",5815993,"nee"
"2555",5255140,"nee"
"2556",5268723,"ja"
"2557",5197032,"nee"
"2558",5245941,"nee"
"2559",5915845,"ja"
"2560",5244547,"nee"
"2561",5644165,"ja"
"2562",5327352,"nee"
"2563",5721344,"ja"
"2564",5512419,"nee"
"2565",5662102,"nee"
"2566",5641826,"nee"
"2567",5026346,"nee"
"2568",5549371,"nee"
"2569",5408317,"nee"
"2570",5094790,"nee"
"2571",5597705,"ja"
"2572",5215836,"nee"
"2573",5380554,"nee"
"2574",5515721,"nee"
"2575",5348768,"nee"
"2576",5130749,"nee"
"2577",5854734,"ja"
"2578",5342140,"nee"
"2579",5052888,"ja"
"2580",5973359,"nee"
"2581",5174829,"nee"
"2582",5906504,"nee"
"2583",5335697,"nee"
"2584",5565605,"nee"
"2585",5508520,"nee"
"2586",5849267,"nee"
"2587",5898654,"ja"
"2588",5604476,"nee"
"2589",5828149,"nee"
"2590",5444131,"nee"
"2591",5794748,"nee"
"2592",5537378,"nee"
"2593",5518847,"nee"
"2594",5276257,"nee"
"2595",5949582,"nee"
"2596",5301483,"nee"
"2597",5265796,"nee"
"2598",5406985,"nee"
"2599",5325948,"nee"
"2600",5144884,"nee"
"2601",5549192,"nee"
"2602",5548625,"nee"
"2603",5416811,"nee"
"2604",5771976,"nee"
"2605",5746439,"ja"
"2606",5816728,"nee"
"2607",5377268,"nee"
"2608",5019725,"nee"
"2609",5386001,"nee"
"2610",5168215,"ja"
"2611",5268250,"nee"
"2612",5071466,"nee"
"2613",5353882,"nee"
"2614",5530049,"ja"
"2615",5765942,"ja"
"2616",5969756,"nee"
"2617",5122282,"nee"
"2618",5014637,"nee"
"2619",5524484,"nee"
"2620",5734490,"nee"
"2621",5584327,"nee"
"2622",5708878,"nee"
"2623",5803001,"nee"
"2624",5509844,"nee"
"2625",5710625,"nee"
"2626",5135439,"nee"
"2627",5946482,"ja"
"2628",5863573,"nee"
"2629",5010607,"nee"
"2630",5074079,"nee"
"2631",5284530,"nee"
"2632",5793915,"nee"
"2633",5994914,"nee"
"2634",5372520,"ja"
"2635",5923779,"nee"
"2636",5459883,"nee"
"2637",5821554,"nee"
"2638",5202060,"nee"
"2639",5135575,"ja"
"2640",5767468,"nee"
"2641",5321746,"nee"
"2642",5652615,"nee"
"2643",5441589,"nee"
"2644",5666756,"nee"
"2645",5815471,"nee"
"2646",5248318,"nee"
"2647",5081428,"ja"
"2648",5855540,"nee"
"2649",5997466,"nee"
"2650",5505914,"nee"
"2651",5702957,"ja"
"2652",5040048,"ja"
"2653",5342364,"ja"
"2654",5554381,"nee"
"2655",5557420,"nee"
"2656",5346176,"nee"
"2657",5770090,"nee"
"2658",5152194,"nee"
"2659",5383951,"nee"
"2660",5580839,"ja"
"2661",5842910,"nee"
"2662",5385271,"nee"
"2663",5690386,"nee"
"2664",5198817,"nee"
"2665",5187906,"nee"
"2666",5377529,"nee"
"2667",5379874,"nee"
"2668",5383826,"ja"
"2669",5806384,"nee"
"2670",5892995,"ja"
"2671",5077529,"nee"
"2672",5904165,"nee"
"2673",5790903,"nee"
"2674",5037826,"nee"
"2675",5846056,"nee"
"2676",5809113,"nee"
"2677",5976245,"nee"
"2678",5927124,"nee"
"2679",5625111,"nee"
"2680",5827569,"ja"
"2681",5914505,"nee"
"2682",5361868,"nee"
"2683",5853653,"ja"
"2684",5115781,"ja"
"2685",5393740,"nee"
"2686",5676935,"nee"
"2687",5043329,"ja"
"2688",5566440,"ja"
"2689",5867748,"ja"
"2690",5240334,"nee"
"2691",5901216,"nee"
"2692",5591240,"nee"
"2693",5034689,"nee"
"2694",5881606,"nee"
"2695",5310547,"ja"
"2696",5897782,"nee"
"2697",5556250,"nee"
"2698",5957895,"nee"
"2699",5057408,"nee"
"2700",5283897,"nee"
"2701",5367688,"nee"
"2702",5505801,"ja"
"2703",5918270,"ja"
"2704",5928732,"nee"
"2705",5095760,"nee"
"2706",5246752,"nee"
"2707",5147497,"nee"
"2708",5769010,"ja"
"2709",5281454,"nee"
"2710",5842747,"nee"
"2711",5112856,"nee"
"2712",5409273,"nee"
"2713",5821832,"nee"
"2714",5982889,"nee"
"2715",5777020,"nee"
"2716",5779706,"nee"
"2717",5575167,"nee"
"2718",5781723,"nee"
"2719",5518661,"nee"
"2720",5667225,"nee"
"2721",5491671,"nee"
"2722",5264186,"nee"
"2723",5669885,"nee"
"2724",5729105,"nee"
"2725",5982530,"ja"
"2726",5415200,"nee"
"2727",5087974,"nee"
"2728",5937371,"nee"
"2729",5047799,"ja"
"2730",5658809,"ja"
"2731",5384318,"nee"
"2732",5306752,"nee"
"2733",5276406,"ja"
"2734",5877265,"nee"
"2735",5603023,"nee"
"2736",5921647,"ja"
"2737",5263515,"ja"
"2738",5513029,"nee"
"2739",5122725,"ja"
"2740",5632967,"nee"
"2741",5890516,"nee"
"2742",5031737,"nee"
"2743",5777158,"ja"
"2744",5044269,"nee"
"2745",5080478,"ja"
"2746",5135247,"nee"
"2747",5666713,"ja"
"2748",5296774,"ja"
"2749",5965768,"nee"
"2750",5584315,"nee"
"2751",5439207,"ja"
"2752",5787380,"nee"
"2753",5163351,"nee"
"2754",5542319,"nee"
"2755",5032325,"ja"
"2756",5096542,"nee"
"2757",5235151,"nee"
"2758",5307105,"nee"
"2759",5129999,"nee"
"2760",5757337,"nee"
"2761",5445479,"nee"
"2762",5896100,"nee"
"2763",5741525,"ja"
"2764",5301660,"nee"
"2765",5331685,"nee"
"2766",5721698,"nee"
"2767",5949161,"nee"
"2768",5911617,"ja"
"2769",5871577,"nee"
"2770",5860234,"nee"
"2771",5176067,"nee"
"2772",5629182,"ja"
"2773",5856486,"nee"
"2774",5540967,"nee"
"2775",5582089,"nee"
"2776",5103622,"nee"
"2777",5733051,"nee"
"2778",5354118,"ja"
"2779",5230840,"nee"
"2780",5492839,"ja"
"2781",5108364,"ja"
"2782",5242408,"nee"
"2783",5078410,"nee"
"2784",5430897,"ja"
"2785",5357953,"nee"
"2786",5322235,"nee"
"2787",5440092,"ja"
"2788",5167850,"ja"
"2789",5234864,"nee"
"2790",5834517,"nee"
"2791",5575513,"nee"
"2792",5976598,"nee"
"2793",5268156,"ja"
"2794",5191266,"nee"
"2795",5622888,"nee"
"2796",5627346,"nee"
"2797",5299381,"ja"
"2798",5963042,"nee"
"2799",5869817,"nee"
"2800",5820181,"nee"
"2801",5267832,"nee"
"2802",5030540,"nee"
"2803",5947755,"nee"
"2804",5338177,"nee"
"2805",5322341,"nee"
"2806",5898643,"nee"
"2807",5009658,"nee"
"2808",5969100,"nee"
"2809",5837817,"ja"
"2810",5224131,"nee"
"2811",5458482,"nee"
"2812",5839856,"nee"
"2813",5929833,"nee"
"2814",5747309,"ja"
"2815",5587702,"ja"
"2816",5294071,"nee"
"2817",5008201,"nee"
"2818",5303353,"nee"
"2819",5576452,"nee"
"2820",5219682,"nee"
"2821",5041104,"nee"
"2822",5795580,"nee"
"2823",5669198,"ja"
"2824",5298648,"nee"
"2825",5185252,"ja"
"2826",5795063,"nee"
"2827",5693077,"nee"
"2828",5367176,"nee"
"2829",5384240,"nee"
"2830",5416161,"nee"
"2831",5818815,"nee"
"2832",5922399,"nee"
"2833",5022972,"nee"
"2834",5316316,"nee"
"2835",5121476,"nee"
"2836",5055980,"nee"
"2837",5138858,"nee"
"2838",5903809,"nee"
"2839",5717117,"nee"
"2840",5271407,"nee"
"2841",5613759,"nee"
"2842",5169233,"nee"
"2843",5391722,"nee"
"2844",5743302,"ja"
"2845",5438863,"ja"
"2846",5580650,"nee"
"2847",5270155,"ja"
"2848",5411602,"nee"
"2849",5569860,"nee"
"2850",5796158,"nee"
"2851",5863894,"nee"
"2852",5024548,"nee"
"2853",5499296,"nee"
"2854",5100877,"nee"
"2855",5630800,"nee"
"2856",5958661,"ja"
"2857",5420483,"nee"
"2858",5667181,"ja"
"2859",5452905,"nee"
"2860",5543259,"nee"
"2861",5107029,"nee"
"2862",5395781,"nee"
"2863",5254240,"nee"
"2864",5142081,"nee"
"2865",5206403,"nee"
"2866",5748132,"nee"
"2867",5132246,"nee"
"2868",5004705,"ja"
"2869",5280621,"nee"
"2870",5843244,"ja"
"2871",5830139,"ja"
"2872",5065666,"nee"
"2873",5456470,"nee"
"2874",5260572,"nee"
"2875",5246781,"nee"
"2876",5463626,"nee"
"2877",5496168,"nee"
"2878",5255570,"ja"
"2879",5114956,"nee"
"2880",5762225,"ja"
"2881",5187129,"nee"
"2882",5393831,"ja"
"2883",5833224,"nee"
"2884",5884508,"nee"
"2885",5910716,"nee"
"2886",5657549,"nee"
"2887",5627769,"nee"
"2888",5768960,"nee"
"2889",5130167,"ja"
"2890",5348665,"ja"
"2891",5757368,"nee"
"2892",5703140,"nee"
"2893",5396246,"ja"
"2894",5661178,"nee"
"2895",5344123,"nee"
"2896",5463595,"nee"
"2897",5711949,"nee"
"2898",5570587,"nee"
"2899",5965462,"nee"
"2900",5728652,"nee"
"2901",5638374,"nee"
"2902",5930986,"nee"
"2903",5464118,"ja"
"2904",5867715,"ja"
"2905",5356665,"nee"
"2906",5380116,"nee"
"2907",5037684,"nee"
"2908",5357794,"ja"
"2909",5073816,"nee"
"2910",5458273,"nee"
"2911",5874114,"ja"
"2912",5775984,"nee"
"2913",5292106,"nee"
"2914",5519758,"nee"
"2915",5738903,"nee"
"2916",5099714,"nee"
"2917",5826689,"nee"
"2918",5605790,"nee"
"2919",5677345,"ja"
"2920",5850769,"nee"
"2921",5597749,"nee"
"2922",5645911,"nee"
"2923",5037509,"nee"
"2924",5970133,"nee"
"2925",5029642,"nee"
"2926",5894481,"nee"
"2927",5167101,"nee"
"2928",5550176,"nee"
"2929",5339444,"nee"
"2930",5098704,"nee"
"2931",5206604,"nee"
"2932",5906893,"ja"
"2933",5621373,"nee"
"2934",5235523,"nee"
"2935",5075667,"ja"
"2936",5970572,"ja"
"2937",5429040,"nee"
"2938",5128462,"nee"
"2939",5775995,"nee"
"2940",5183531,"nee"
"2941",5947491,"nee"
"2942",5095964,"nee"
"2943",5832755,"nee"
"2944",5376455,"nee"
"2945",5090534,"nee"
"2946",5681142,"nee"
"2947",5338079,"nee"
"2948",5501494,"nee"
"2949",5626836,"ja"
"2950",5569926,"ja"
"2951",5128300,"nee"
"2952",5261896,"nee"
"2953",5725982,"ja"
"2954",5426706,"nee"
"2955",5646794,"nee"
"2956",5880871,"nee"
"2957",5100180,"ja"
"2958",5425729,"nee"
"2959",5347738,"nee"
"2960",5251959,"nee"
"2961",5561884,"nee"
"2962",5412752,"nee"
"2963",5354305,"nee"
"2964",5761472,"nee"
"2965",5693667,"nee"
"2966",5090402,"nee"
"2967",5366957,"nee"
"2968",5065414,"nee"
"2969",5777192,"nee"
"2970",5887552,"nee"
"2971",5795294,"nee"
"2972",5969863,"nee"
"2973",5971861,"ja"
"2974",5474680,"nee"
"2975",5318022,"nee"
"2976",5000711,"nee"
"2977",5695509,"nee"
"2978",5162242,"nee"
"2979",5226786,"nee"
"2980",5438208,"ja"
"2981",5950936,"nee"
"2982",5208091,"nee"
"2983",5784904,"nee"
"2984",5123401,"nee"
"2985",5596939,"nee"
"2986",5773126,"nee"
"2987",5866871,"ja"
"2988",5426705,"nee"
"2989",5155691,"nee"
"2990",5030991,"nee"
"2991",5169003,"ja"
"2992",5773603,"nee"
"2993",5887057,"nee"
"2994",5378032,"nee"
"2995",5881822,"ja"
"2996",5691201,"nee"
"2997",5008100,"ja"
"2998",5265414,"nee"
"2999",5029653,"nee"
"3000",5634235,"nee"
"3001",5451238,"nee"
"3002",5956852,"nee"
"3003",5662559,"nee"
"3004",5731560,"nee"
"3005",5848702,"ja"
"3006",5707972,"ja"
"3007",5182919,"nee"
"3008",5611178,"ja"
"3009",5678873,"nee"
"3010",5768643,"nee"
"3011",5802573,"nee"
"3012",5231753,"nee"
"3013",5774897,"nee"
"3014",5653195,"nee"
"3015",5888017,"nee"
"3016",5807418,"nee"
"3017",5514169,"nee"
"3018",5469456,"nee"
"3019",5546110,"nee"
"3020",5007997,"nee"
"3021",5933503,"nee"
"3022",5722619,"nee"
"3023",5745682,"nee"
"3024",5739059,"nee"
"3025",5850185,"ja"
"3026",5149070,"nee"
"3027",5791690,"nee"
"3028",5840227,"nee"
"3029",5770750,"ja"
"3030",5919600,"nee"
"3031",5713854,"nee"
"3032",5448485,"nee"
"3033",5469805,"nee"
"3034",5147060,"nee"
"3035",5338929,"nee"
"3036",5598367,"ja"
"3037",5850789,"ja"
"3038",5441134,"nee"
"3039",5441175,"nee"
"3040",5911270,"nee"
"3041",5753902,"nee"
"3042",5156550,"nee"
"3043",5708863,"ja"
"3044",5501635,"nee"
"3045",5183916,"nee"
"3046",5249989,"nee"
"3047",5706715,"nee"
"3048",5746453,"ja"
"3049",5117951,"ja"
"3050",5815149,"nee"
"3051",5265913,"nee"
"3052",5642791,"ja"
"3053",5937961,"nee"
"3054",5984660,"ja"
"3055",5451902,"nee"
"3056",5355299,"ja"
"3057",5460102,"nee"
"3058",5438111,"nee"
"3059",5003144,"nee"
"3060",5732804,"nee"
"3061",5995139,"nee"
"3062",5304126,"nee"
"3063",5305104,"nee"
"3064",5815146,"nee"
"3065",5739433,"nee"
"3066",5061167,"nee"
"3067",5973612,"ja"
"3068",5975967,"nee"
"3069",5919082,"nee"
"3070",5913797,"nee"
"3071",5118629,"nee"
"3072",5453586,"ja"
"3073",5825231,"nee"
"3074",5607088,"nee"
"3075",5668569,"nee"
"3076",5536895,"nee"
"3077",5051674,"nee"
"3078",5421188,"nee"
"3079",5303594,"ja"
"3080",5372504,"nee"
"3081",5174562,"nee"
"3082",5461432,"nee"
"3083",5925300,"nee"
"3084",5792116,"ja"
"3085",5408463,"nee"
"3086",5456168,"nee"
"3087",5985534,"nee"
"3088",5319493,"nee"
"3089",5620174,"nee"
"3090",5613341,"ja"
"3091",5729585,"nee"
"3092",5453534,"nee"
"3093",5362978,"nee"
"3094",5999341,"ja"
"3095",5413215,"nee"
"3096",5650504,"nee"
"3097",5186173,"nee"
"3098",5013048,"nee"
"3099",5011791,"nee"
"3100",5086294,"nee"
"3101",5747970,"ja"
"3102",5093240,"nee"
"3103",5968185,"nee"
"3104",5386726,"ja"
"3105",5035521,"ja"
"3106",5977919,"nee"
"3107",5613066,"nee"
"3108",5839655,"nee"
"3109",5158864,"nee"
"3110",5728816,"nee"
"3111",5765781,"nee"
"3112",5012516,"nee"
"3113",5769686,"nee"
"3114",5446972,"nee"
"3115",5466323,"ja"
"3116",5156659,"nee"
"3117",5458100,"nee"
"3118",5501187,"nee"
"3119",5419321,"nee"
"3120",5115638,"nee"
"3121",5958680,"nee"
"3122",5506731,"nee"
"3123",5776179,"nee"
"3124",5869581,"nee"
"3125",5684175,"nee"
"3126",5856075,"nee"
"3127",5144479,"nee"
"3128",5614620,"nee"
"3129",5036356,"nee"
"3130",5805270,"nee"
"3131",5317080,"nee"
"3132",5026181,"nee"
"3133",5322350,"nee"
"3134",5587201,"nee"
"3135",5776461,"nee"
"3136",5932125,"nee"
"3137",5990263,"nee"
"3138",5412786,"nee"
"3139",5102975,"nee"
"3140",5046778,"nee"
"3141",5305500,"nee"
"3142",5255966,"nee"
"3143",5673818,"ja"
"3144",5594373,"nee"
"3145",5336455,"nee"
"3146",5136014,"nee"
"3147",5162265,"nee"
"3148",5910199,"nee"
"3149",5357852,"nee"
"3150",5583688,"nee"
"3151",5862873,"nee"
"3152",5376396,"nee"
"3153",5095367,"nee"
"3154",5625573,"nee"
"3155",5907304,"nee"
"3156",5389949,"nee"
"3157",5810765,"ja"
"3158",5377316,"nee"
"3159",5371396,"nee"
"3160",5703596,"nee"
"3161",5456642,"ja"
"3162",5647979,"nee"
"3163",5396366,"nee"
"3164",5334644,"nee"
"3165",5245974,"nee"
"3166",5265098,"ja"
"3167",5047878,"ja"
"3168",5219648,"nee"
"3169",5281159,"nee"
"3170",5233752,"nee"
"3171",5294809,"nee"
"3172",5535961,"nee"
"3173",5775530,"nee"
"3174",5850124,"nee"
"3175",5716771,"nee"
"3176",5291845,"nee"
"3177",5417819,"nee"
"3178",5622139,"nee"
"3179",5046956,"nee"
"3180",5431928,"nee"
"3181",5012804,"nee"
"3182",5202801,"nee"
"3183",5761265,"nee"
"3184",5403260,"nee"
"3185",5269083,"nee"
"3186",5107143,"nee"
"3187",5144741,"nee"
"3188",5893272,"nee"
"3189",5564056,"nee"
"3190",5432445,"nee"
"3191",5092950,"nee"
"3192",5872486,"nee"
"3193",5053274,"nee"
"3194",5313031,"nee"
"3195",5691763,"nee"
"3196",5440997,"nee"
"3197",5499092,"nee"
"3198",5393891,"nee"
"3199",5150022,"ja"
"3200",5658661,"ja"
"3201",5700655,"nee"
"3202",5906789,"nee"
"3203",5821456,"nee"
"3204",5327986,"nee"
"3205",5704737,"nee"
"3206",5696606,"nee"
"3207",5663883,"ja"
"3208",5678661,"nee"
"3209",5742844,"nee"
"3210",5137367,"nee"
"3211",5628961,"ja"
"3212",5970402,"nee"
"3213",5200598,"nee"
"3214",5914796,"nee"
"3215",5239280,"nee"
"3216",5652645,"nee"
"3217",5933229,"nee"
"3218",5214602,"nee"
"3219",5171007,"nee"
"3220",5589669,"nee"
"3221",5487247,"nee"
"3222",5954281,"nee"
"3223",5494849,"nee"
"3224",5163847,"nee"
"3225",5202633,"nee"
"3226",5455722,"nee"
"3227",5519611,"nee"
"3228",5465351,"ja"
"3229",5534368,"ja"
"3230",5129531,"nee"
"3231",5541257,"nee"
"3232",5876726,"nee"
"3233",5844754,"nee"
"3234",5510202,"nee"
"3235",5114206,"nee"
"3236",5910391,"nee"
"3237",5844676,"nee"
"3238",5515318,"nee"
"3239",5266217,"ja"
"3240",5625931,"nee"
"3241",5939884,"nee"
"3242",5159120,"nee"
"3243",5881420,"nee"
"3244",5809293,"nee"
"3245",5815040,"ja"
"3246",5310325,"ja"
"3247",5659145,"nee"
"3248",5551447,"nee"
"3249",5820687,"nee"
"3250",5463993,"nee"
"3251",5321469,"nee"
"3252",5290257,"nee"
"3253",5570030,"nee"
"3254",5904927,"nee"
"3255",5190118,"nee"
"3256",5557073,"nee"
"3257",5123951,"ja"
"3258",5329986,"nee"
"3259",5337340,"nee"
"3260",5677883,"nee"
"3261",5846752,"nee"
"3262",5492939,"nee"
"3263",5044478,"nee"
"3264",5815360,"ja"
"3265",5810683,"nee"
"3266",5119869,"nee"
"3267",5364941,"ja"
"3268",5769721,"nee"
"3269",5312365,"nee"
"3270",5171457,"nee"
"3271",5616145,"nee"
"3272",5981323,"nee"
"3273",5513022,"nee"
"3274",5216457,"nee"
"3275",5196527,"nee"
"3276",5648064,"ja"
"3277",5571865,"nee"
"3278",5536245,"nee"
"3279",5918737,"nee"
"3280",5586983,"nee"
"3281",5208011,"nee"
"3282",5545214,"nee"
"3283",5215585,"nee"
"3284",5229291,"nee"
"3285",5161427,"nee"
"3286",5080818,"ja"
"3287",5480240,"nee"
"3288",5561188,"nee"
"3289",5465788,"nee"
"3290",5576837,"ja"
"3291",5333687,"nee"
"3292",5224236,"ja"
"3293",5572527,"nee"
"3294",5305700,"nee"
"3295",5389136,"nee"
"3296",5237886,"nee"
"3297",5746567,"ja"
"3298",5991858,"ja"
"3299",5828316,"nee"
"3300",5414032,"nee"
